EER90453	GO:0005739	GO:0098542	GO:0046658	GO:0009506	GO:0003674																																															
EER93047	GO:0005096	GO:0005739	GO:0090630																																																	
OQU90570	GO:0005739	GO:0042626	GO:0140359	GO:0000302	GO:0005886	GO:0042908																																														
EER90454	GO:0009407	GO:0006749	GO:0004364	GO:0005737	GO:0009536	GO:0005777																																														
EER93049	GO:0003674	GO:1901701	GO:0005737	GO:0009536	GO:0009941																																															
EER93051	GO:0005739	GO:0009451	GO:0003723	GO:0043231	GO:0008270																																															
EER90457	GO:0003674	GO:0009507	GO:0009416																																																	
OQU90580	GO:0003674	GO:0005634	GO:0005886	GO:0040007	GO:0010629	GO:0008104	GO:0010243	GO:0048507																																												
KXG37070	GO:0006974	GO:0009909	GO:0071217	GO:0009944	GO:1902066	GO:2000024	GO:0010044	GO:0009793	GO:0048359	GO:0005515	GO:0009620	GO:0005634	GO:0006979	GO:0009733	GO:0045893	GO:0048358	GO:0045892	GO:0009617	GO:0047484	GO:0001666	GO:0009414	GO:0006355	GO:0010272	GO:0080001	GO:0045995	GO:1901001	GO:0046898	GO:0009908	GO:0009827	GO:0010192	GO:1902183	GO:0003714	GO:0010393	GO:1902074	GO:0009624	GO:0009611	GO:0003713	GO:0010073														
EER93162	GO:0016036	GO:0055062	GO:0005829	GO:0005634																																																
EER93163	GO:0005737	GO:0008150	GO:0003674																																																	
OQU90690	GO:0006355	GO:0009507	GO:0032502	GO:0005739	GO:0009658	GO:0003690	GO:0005515																																													
EER93165	GO:0009570	GO:0009507	GO:0005515	GO:0009737	GO:0009651	GO:0009536	GO:0006729	GO:0008124	GO:0005634	GO:0071944																																										
EER93166	GO:0009395	GO:0005886	GO:0000137																																																	
OQU90693	GO:0000162	GO:0009073	GO:0004049	GO:0005634	GO:0009507	GO:0009058	GO:0005950																																													
EER93167	GO:0000976	GO:0071011	GO:0005737	GO:0005686	GO:0000398	GO:0016607	GO:0005634	GO:0005515																																												
KXG37228	GO:0015783	GO:1990570	GO:0005458	GO:0005886	GO:0005794	GO:0005457	GO:0005338	GO:0015297	GO:0006952																																											
EER90604	GO:0005634	GO:0006468	GO:0004683	GO:0009737	GO:0009409	GO:0005516	GO:0042542	GO:0004674	GO:0009651																																											
KXG37232	GO:0016020	GO:0010208	GO:0005829	GO:0010584	GO:0005783	GO:0005509	GO:0000137																																													
EER90605	GO:0009639	GO:0009959	GO:0005515																																																	
EER93171	GO:0006355	GO:0042644	GO:0009507																																																	
EER90606	GO:0005739	GO:0005743	GO:0005515	GO:0005758	GO:0009507	GO:0045039	GO:0005777	GO:0007005																																												
EER93172	GO:0009742	GO:0005515	GO:0009737	GO:0006468	GO:0005524	GO:0009651	GO:0004672	GO:0009409	GO:0004674	GO:0005886	GO:0009506																																									
EER90607	GO:0008194	GO:0050829	GO:0002239	GO:0097359	GO:0010150	GO:0080044	GO:0046527	GO:0035251	GO:0052640	GO:0080043	GO:0009863	GO:0009507	GO:0006952																																							
EER93173	GO:0080044	GO:0042742	GO:0016757	GO:0005634	GO:0010243	GO:0098542	GO:0080043	GO:0019760																																												
EER90609	GO:0008194	GO:0050829	GO:0002239	GO:0097359	GO:0010150	GO:0080044	GO:0046527	GO:0035251	GO:0052640	GO:0080043	GO:0009863	GO:0009507	GO:0006952																																							
EER93175	GO:0006506	GO:0035269	GO:0004582	GO:0005789	GO:0019348	GO:0033185	GO:0060359	GO:0005783																																												
EER90610	GO:0008757	GO:0055072	GO:0035657	GO:0005634	GO:0003676	GO:0008276	GO:0006415	GO:0005829																																												
OQU90703	GO:0045893	GO:0042793	GO:0042644	GO:0009507																																																
EER90611	GO:0005819	GO:0000931	GO:0007052	GO:0005828	GO:0034080	GO:0031021	GO:0009524	GO:0005640	GO:0005635	GO:0034508	GO:0042393	GO:0051415	GO:0005515	GO:0000226	GO:0090307	GO:0000930	GO:0009574	GO:0000776	GO:0072686	GO:0005739	GO:0051418	GO:0005813																														
EER90612	GO:0043565	GO:0080142	GO:0005634	GO:0003700	GO:0005516																																															
EER90613	GO:0005215	GO:0005773	GO:0009505	GO:0010035	GO:0009506	GO:0022857	GO:0005739	GO:0071669	GO:0030154	GO:0005783																																										
EER90614	GO:0015934	GO:0003735	GO:0005739	GO:0006412																																																
KXG37238	GO:0042546	GO:0005768	GO:0005794	GO:0003924	GO:0009504	GO:0005886																																														
EER90615	GO:0071916	GO:0042937	GO:0009414	GO:0007165	GO:0005737																																															
EER90617	GO:0009507	GO:0005355	GO:0009941	GO:1904659	GO:0009536	GO:0015144																																														
KXG37240	GO:0042742	GO:0005783	GO:0006468	GO:0004675	GO:0005576	GO:0002229	GO:0009751	GO:0005886	GO:0016301																																											
KXG37241	GO:0042742	GO:0005783	GO:0006468	GO:0004675	GO:0005576	GO:0002229	GO:0009751	GO:0005886	GO:0016301																																											
EER93178	GO:0009507	GO:0042026	GO:0005737	GO:0051082	GO:0051085																																															
KXG37246	GO:0005829	GO:0005737	GO:0009408	GO:0000774	GO:0009651	GO:0005634	GO:0030544																																													
OQU90713	GO:0001510	GO:0008173	GO:0032259	GO:0008650	GO:0005737																																															
KXG37247	GO:0009570	GO:0005783	GO:0009507	GO:0048046	GO:0005507	GO:0009579	GO:0016491																																													
KXG37250	GO:0043565	GO:0045893	GO:0080183	GO:0003700	GO:0005515	GO:0005829	GO:0005634	GO:0006355	GO:0000976	GO:0009410																																										
EER90621	GO:0006949	GO:0009664	GO:0009506	GO:0005576	GO:0009828	GO:0009826	GO:0009505																																													
EER93184	GO:0006468	GO:0005739	GO:0004674	GO:1902458																																																
KXG37252	GO:0005789	GO:0005576	GO:0006487	GO:0006996	GO:0004581	GO:0005783																																														
OQU90716	GO:0003729	GO:0009451	GO:0009507	GO:0008270																																																
EER93188	GO:0006355	GO:0009507	GO:0032502	GO:0005739	GO:0009658	GO:0003690	GO:0005515																																													
EER90623	GO:0005739	GO:0006470	GO:0017018	GO:0048366																																																
KXG37253	GO:0022625	GO:0005783	GO:0003735	GO:0005737	GO:0002181																																															
KXG37254	GO:0003700	GO:0006355	GO:0010497	GO:0005634	GO:0090057	GO:0009944																																														
EER93191	GO:0009617	GO:0044183	GO:0051787	GO:0031072	GO:0034620	GO:0009408	GO:0005524	GO:0005886	GO:0016887	GO:0005794	GO:0016567	GO:0005739	GO:0006457	GO:0005829	GO:0042026	GO:0005737	GO:0051085	GO:0000325	GO:0009505	GO:0009266	GO:0009615	GO:0009507	GO:0031625	GO:0051082																												
EER90625	GO:0005739	GO:0098542	GO:0003674	GO:0009737	GO:0007165																																															
KXG37255	GO:0042742	GO:0015629	GO:0005737	GO:0051015	GO:0009536	GO:0030042	GO:0005829	GO:0002758																																												
EER93192	GO:0051015	GO:0030042	GO:0005739	GO:0005737	GO:0005515	GO:0015629	GO:0009506	GO:0009507	GO:0005829	GO:0005886	GO:0009536																																									
EER93193	GO:0006355	GO:0000976	GO:0003700	GO:0005634																																																
EER93194	GO:0006355	GO:0000976	GO:0003700	GO:0005634																																																
KXG37259	GO:0032446	GO:0005515	GO:0019781	GO:0005737	GO:0005777	GO:0045116	GO:0005886	GO:0010252	GO:0016567	GO:0008641	GO:0009791																																									
EER90627	GO:0006355	GO:0005634	GO:0003700																																																	
EER93195	GO:1901527	GO:0006904	GO:0005515	GO:0005886	GO:0000325	GO:0005829	GO:0009873	GO:0009306	GO:0003924	GO:0017157	GO:0005525																																									
EER90629	GO:0009733	GO:0009813	GO:0042406	GO:0005634	GO:0005783	GO:0045430	GO:0010224	GO:0005829	GO:0009411	GO:0009705	GO:0009507	GO:0005515																																								
EER90630	GO:0009888																																																			
OQU90734	GO:0005634	GO:0003674	GO:0008150																																																	
OQU90735	GO:0006384	GO:0004402	GO:0031327	GO:0000127	GO:0005634	GO:2000026	GO:0030154	GO:0048589																																												
EER93198	GO:0005829	GO:0009507	GO:0051301	GO:0004301	GO:0008270																																															
OQU90737	GO:0019941	GO:0003729	GO:0016567	GO:0006511	GO:0031625	GO:0031386	GO:0005622	GO:0005737	GO:0005634	GO:0005829																																										
EER93202	GO:0048316	GO:0010093	GO:0000976	GO:0003700	GO:0048481	GO:0005634	GO:0009908	GO:0006355	GO:0030154	GO:0010073	GO:0019953																																									
EER90632	GO:0010035	GO:0022627	GO:0022626	GO:0003729	GO:0005737	GO:0005840	GO:0003735	GO:0006412	GO:0005886																																											
EER90633	GO:0005634	GO:0000976	GO:0006355	GO:0003712	GO:0042393	GO:0035064																																														
KXG37265	GO:0040007	GO:0010228	GO:0005739	GO:0005737	GO:0050793	GO:1901701	GO:0003674	GO:0071310	GO:0048523	GO:0005886	GO:0048646	GO:2000241	GO:0048507	GO:0048367	GO:0007165																																					
EER90640	GO:0004672	GO:0000910	GO:0030154	GO:0016301	GO:0010073	GO:0009664	GO:0006468	GO:0005515	GO:0048522	GO:0005886	GO:0005524	GO:0051301																																								
OQU90746	GO:0009658	GO:0005515	GO:0042644	GO:0006355	GO:0009507																																															
KXG37270	GO:0016616	GO:0005829																																																		
EER93204	GO:0016616	GO:0005829																																																		
OQU90748	GO:0009737	GO:0005576	GO:0052745	GO:0005783	GO:0009414	GO:1901565	GO:0006970	GO:0000325	GO:0044248	GO:0003993																																										
EER93206	GO:0005515	GO:0009892	GO:0005634	GO:0016604																																																
EER90644	GO:0009834	GO:0005794	GO:1990538	GO:1990937	GO:0016413	GO:0009507																																														
EER90645	GO:0009834	GO:0005794	GO:1990538	GO:1990937	GO:0016413	GO:0009507																																														
EER90646	GO:0045492	GO:1990538	GO:0005634	GO:0005794	GO:0016413																																															
EER93207	GO:0005789	GO:0015173	GO:0016020	GO:0009624	GO:0015171	GO:0015175	GO:0003333																																													
KXG37271	GO:0098542	GO:0010243	GO:1901701	GO:0032870	GO:0009416	GO:0007165	GO:0005634	GO:0051539	GO:0009737																																											
EER93209	GO:0030036	GO:0010090	GO:0005737	GO:0031209	GO:0005515	GO:0010091	GO:2000601	GO:0034237	GO:0098609	GO:0071933	GO:0051127	GO:0045010																																								
EER90648	GO:0048589	GO:0003674	GO:0005575																																																	
EER93210	GO:0005634	GO:0035552	GO:0035513	GO:0035515	GO:0008198	GO:0005737	GO:0035516																																													
EER90650	GO:0009507	GO:0044085																																																		
OQU90753	GO:0005737	GO:0005794	GO:0022627	GO:0009506	GO:0003735	GO:0003729	GO:0006412																																													
KXG37273	GO:0004672	GO:0006468	GO:0007165	GO:0005737	GO:0004712																																															
EER90651	GO:0005634	GO:0004842	GO:0016567																																																	
EER90652	GO:0009739	GO:0009910	GO:0034243	GO:0010162	GO:0009408	GO:0005634	GO:0006351	GO:0006368	GO:0008270	GO:0009845																																										
EER90653	GO:0003677	GO:0000976	GO:0045892	GO:0005634	GO:0006355	GO:0003700	GO:0010105	GO:0005515																																												
EER93213	GO:0048024	GO:0003723	GO:0005739	GO:0005634	GO:0003729																																															
OQU90755	GO:0008610	GO:0009570	GO:0006779	GO:0009507	GO:0022625	GO:0009941	GO:0005829	GO:0065003	GO:0003735	GO:0006412	GO:0044255	GO:0015934																																								
EER90654	GO:0004489	GO:0035999	GO:0005829	GO:0005634	GO:0071949	GO:0009086																																														
EER93215	GO:0009416	GO:0003700	GO:0045893	GO:0005634	GO:0009793	GO:0045892	GO:0009753	GO:0010099	GO:0005515	GO:0008361	GO:0010150	GO:0009620	GO:0009744	GO:0043424	GO:0009611	GO:0009751	GO:0043565																																			
EER93216	GO:0046513	GO:0030173	GO:0030176	GO:0009506	GO:0047493	GO:0005739	GO:0033188	GO:0005887																																												
OQU90756	GO:0005737	GO:0005509	GO:0005634	GO:0009567																																																
KXG37275	GO:0005737	GO:0061630	GO:0005634	GO:0016567																																																
OQU90759	GO:0003918	GO:0034335	GO:0005694	GO:0042644	GO:0005524	GO:0003677	GO:0006265	GO:0009507	GO:0016592	GO:0003916	GO:0005739	GO:0005737	GO:0009330																																							
EER93218	GO:0006499	GO:0005525	GO:0016192	GO:0006886	GO:0005794	GO:0003924	GO:0009536	GO:0016004	GO:0005737	GO:0003729																																										
OQU90761	GO:0000976	GO:0043565	GO:0048759	GO:0006355	GO:0005634	GO:0003700	GO:1901348	GO:0003677	GO:1990110	GO:0005515																																										
EER90659	GO:0005739	GO:0006412	GO:0003735	GO:1901575	GO:0009639																																															
EER93219	GO:0071013	GO:0005634	GO:0005515	GO:0000398	GO:0005686	GO:0071011	GO:0005684	GO:0005689																																												
EER90660	GO:0016018	GO:0005737	GO:0000413	GO:0043231	GO:0006457	GO:0000325	GO:0003755	GO:0005886																																												
EER90661	GO:0050793	GO:0010274	GO:0005634	GO:0003674																																																
EER90662	GO:0031011	GO:0005634	GO:0005737	GO:0003674	GO:0006338																																															
OQU90763	GO:0006355	GO:0005634	GO:0009941	GO:0003700	GO:0046983	GO:0042538																																														
EER93221	GO:0016192	GO:0006886	GO:0005794	GO:0030121	GO:0035615	GO:0043231																																														
EER93223	GO:0009507	GO:0009534	GO:0015995	GO:0009570	GO:0016851	GO:0005576	GO:0010007																																													
EER90663	GO:0019433	GO:0006641	GO:0005634	GO:0012511	GO:0004806																																															
EER93224	GO:0010182	GO:0009688	GO:0005634	GO:0010115	GO:0005829	GO:0004022	GO:0009408	GO:0009414	GO:0006561	GO:0042802	GO:0005515	GO:0010301	GO:0009750																																							
KXG37282	GO:0003924	GO:0009860	GO:0009536	GO:0009793	GO:0007005	GO:0005739	GO:0010821	GO:0031307	GO:0007264	GO:0005525	GO:0005509																																									
EER90664	GO:0005829	GO:0005634	GO:0009860	GO:0003674	GO:0009846	GO:0009507																																														
EER90666	GO:0005634	GO:0005737	GO:0071554																																																	
OQU90772	GO:0009824	GO:0005634	GO:0005739	GO:0052623	GO:0009691	GO:0052381	GO:0052622	GO:0006400	GO:0009536																																											
EER93229	GO:0008106	GO:0005829	GO:0005737	GO:0016616	GO:0047501	GO:0005886	GO:0006952	GO:0047504																																												
EER90667	GO:0016973	GO:0006446	GO:0006449	GO:0005635	GO:0009793	GO:0048316	GO:0044614	GO:0031369	GO:0006406	GO:0005515	GO:0005634	GO:0005737	GO:0005543	GO:0000822																																						
EER90668	GO:0005794	GO:1901135	GO:0010035	GO:0005797	GO:0005802	GO:0005634	GO:0071669	GO:0016757	GO:0005768																																											
KXG37288	GO:0004672	GO:0005634	GO:0005515	GO:0004712	GO:0004674	GO:0005737	GO:0046777	GO:0005739	GO:0006468	GO:0005524	GO:0006397																																									
EER93230	GO:0005739	GO:0071554	GO:0044087	GO:0003674	GO:0044248	GO:0010150	GO:0065003	GO:1901565	GO:0098542																																											
OQU90773	GO:0008380	GO:0005730	GO:0010628	GO:0035145	GO:0005515	GO:0003729	GO:0005634	GO:0016604	GO:0005737	GO:0005654	GO:0005829																																									
OQU90774	GO:0005737	GO:0003674	GO:0008150																																																	
EER90673	GO:0005634	GO:0003674	GO:0008150																																																	
EER90674	GO:0005739	GO:0044281	GO:0017018																																																	
EER93232	GO:0005515	GO:0006260	GO:0006996	GO:0003688	GO:0005664	GO:0005634	GO:0048522	GO:0000808	GO:0048229																																											
EER93233	GO:0009507	GO:0003674	GO:0008150																																																	
KXG37294	GO:0005506	GO:0032870	GO:0020037	GO:0007165	GO:0016705																																															
OQU90776	GO:0005515	GO:0010228	GO:0006355	GO:1901701	GO:0071310	GO:0003700	GO:0000976	GO:0042802	GO:0043565	GO:0005634	GO:0007165																																									
